id,text,label,source
t2-0021,داداش دمت گرم کی وقت کردی این همه نرم افزار یاد بگیری ;-),0,youtube-tutorials
t2-0022,دمت گرم من تا الان ۲ ساعتش رو دیدم خیلی حرفه کاملا مسلط و بر مبنای رفرنس درس میدی بدون دروغ و گیج کردن صادقانه و صحیح یاد میدی آفرین بر تو من واقعا نیاز دارم یاد بگیرم و با وجود این آموزش استرسم از بین رفته و میدونم دارم اصولی و بر مبنای اصلی یاد میگیرم به جا اینکه چند سال از عمرم بگذره و ندونم چیزی که یاد گرفتم به درد نمیخوره از تو بهترین و درست ترین رو یاد میگیرم,0,youtube-tutorials
t2-0023,سلام.من این دوره رو از اول تا آخر توی 5 ماه دیدم.همین الان هم تمومش کردم.به عنوان یک فرد زیر 15 سال به جرات میتونم بگم مفاهیم و شیوه ی تدریس فوووق العاده بود.,0,youtube-tutorials
t2-0024,خسته نباشی اصلا خسته کننده نیست یه ساعته با لذت دارم میبینم😂,0,youtube-tutorials
t2-0025,فوق العادست آموزش های زیادی رو دیدم ولی آموزش شما بسیار ریز شده و کامل تر هستش واقعا ممنونم که این آموزش خوب را رایگان در اختیار بقیه قرار دادید❤️,0,youtube-tutorials
t2-0026,واقعا عالی بود.من خیلی کلیپ دیدم.ولی این یه چیز دیگه بود.کاش میشد هزاربار لایک کرد,0,youtube-tutorials
t2-0027,با سلام با اینکه پایتون زبان برنامه نویسی خیلی دشواری هست اما شما چنان واضع و با زبان ساده آموزش دادید که نیازی به هیچ کمک از سایت دیگه یا کتاب نبود و در کمتر از دو هفته کامل یادگرفتم ممنونم از آموزش خیلی خوبتون,0,youtube-tutorials
t2-0028,داداش خدا خودتو و خانوادتو و رفیقاتو همرو سالم و سر زنده نگه داره خدا از بزرگی کمت نکنه,0,youtube-tutorials
t2-0029,فوق العاده بود تشکر من لذت بردم از آموزشت ، بزرگترین ویژگی آموزش این بود که اصل مطالب رو واضح و دقیق و بدون پرداختن به موضوعات غیر مرتبط گفته شد,0,youtube-tutorials
t2-0030,عالي بود دمت گرم 😻😻 امتحان داشتم و هرچي از اينجا ياد گرفتم جواب داد ❤❤❤❤❤❤,0,youtube-tutorials
t2-0031,واقعاً دوره‌ی مردی بود... پیر شدم😂😂😂,0,youtube-tutorials
t2-0032,هنوز یک ساعت از آموزش رو دیدم و تازه شروع کردم ولی میتونم بگم تا حالا آموزش به این کار درستی و کاملی و ریزبینی ندیدم,0,youtube-tutorials
t2-0033,داداش ممنونم که همه ی اموزشای پولی رو رایگان برای کسایی که پول زیادی ندارن میزاری ! عشقی ❤👍,0,youtube-tutorials
t2-0034,خدا قوت استاد. معلومه خییییلی زحمت کشیدید. ممنونم که آموزشی به این خوبی رو رایگان در اختیار ما قرار دادید.🌹🙏🏻,0,youtube-tutorials
t2-0035,درود برشما برای وقت و انرژی که در این آموزش صرف میکنید بسیار ممنونیم,0,youtube-tutorials
t2-0036,شما خیلی خوب توضیح میدید. هزاران بار متشکرم که تمام جزئیات را آموزش میدید با صبر و حوصله و استعداد خاصی که در بیان و انتقال در آموزش دارید، شما بهترینید. متشکرم واقعا,0,youtube-tutorials
t2-0037,کورس خوبی بود اما بشدت نیازمند حل تمرین و پروژه های مختلف بود.,0,youtube-tutorials
t2-0038,خدا خیرتون بده شما قطعاً یکی از شریف ترین و بهترین انسانهایی هستید که من دیدم خدا خیرتون بده و زندگیتون پر از شادی و سلامتی و اتفاقات عالی باشه💐💖💐💖💐💖,0,youtube-tutorials
t2-0039,دمت گرم من خیلی دنبال یادگیری بودم و شما بهم یاد دادین ممنون ایشالا هرچی از خدا می‌خوای بهت بده,0,youtube-tutorials
t2-0040,سلام html و css رو تموم کردم و پایتون رو تازه شروع کردم ، واقعا عالی هستین ، خیلی خیلی ممنونم,0,youtube-tutorials
t2-0041,واقعا دمتون گرم خدا از هرچی بلا هست نگهتون داره❤️❤️,0,youtube-tutorials
t2-0042,از افغانستان خیلی ممنون شما هستم . خداوند متعال در علم شما محترم برکت و زیادت خیر بګرداند. جزاکم الله خیرا.,0,youtube-tutorials
t2-0043,استاد واقعا آموزشتون خیلی کامل و فوقالعاده بود. ازتون بابت زحمتی که برای ضبط این ویدیو و اینکه دانشتون رو بدون هیچ چشمداشتی در اختیار همه گذاشتین و کاملترین آموزشی بود که تا الان دیده بودم واقعا ممنونم. انشالله که هرچی میخواین خدا بهتون بده,0,youtube-tutorials
t2-0044,دمت گرم داداش ❤ بعد یکماه و روزی ۲ تا ۳ ساعت تازه به نصف ویدئو رسیدم❤,0,youtube-tutorials
t2-0045,یکی از بهترین اساتید هستید که توی حوضه برنامه نویسی میشناسم خواهش می کنم نا امید نشید و فعالیتتون قطع نکنید,0,youtube-tutorials
t2-0046,بهترین ویدئو آموزشی پایتون که دیدم ❤خیلی اذتون ممنونم,0,youtube-tutorials
t2-0047,خدا همیشه خیر و سلامتی بهت بده استاد❤❤ عالی بود,0,youtube-tutorials
t2-0048,درود بر شما که همچین دوره مهمی رو در اختیار گذاشتین❤,0,youtube-tutorials
t2-0049,خداوند از شما راضی باشه. انشااله بهترینها نصیبتون بشه. برای هر ثانیه که وقت میگذارید انشااله خدا سالها شادی و سلامت به شما ببخشه.❤❤❤,0,youtube-tutorials
t2-0050,واقعا واضح، مرتب، گام به گام و بسیار مفهوم توضیح داده شده. ممنونم ازتون,0,youtube-tutorials
t2-0051,واقعا عالی معلومه روی این ویدعو زحمت کشیده شده دمتون گرم موفق باشید,0,youtube-tutorials
t2-0052,من تمام ویدیو های یوتوب را دیدم و میتونم بگم بهترین و کامل ترین و در این حال کم زمان ترین ویدیو اموزش پایتون و هوش مصنوعی بود خیلی از این اموزش لذت بردم متشکرم🎉❤,0,youtube-tutorials
t2-0053,واقعا خیلی ممنون ازتون . من خودم ی سال دوازدهمی هستم که بخاطر تایم کنکور و امتحانا وقت نداشتم برم کلاسای بیرون . خیلی کارم حلو افتاد واقعآً ممنون ازتون❤,0,youtube-tutorials
t2-0054,واقعا خدا خیرتون بده همین آموزش ها رو نصفه میفروشن بالای ۱۰۰ هزار واقعا خدا خیرتون بده,0,youtube-tutorials
t2-0055,چقدر قشنگ توضیح میدید😍,0,youtube-tutorials
t2-0056,لطفا دوره های دیگه ای هم اموزش بدید,0,youtube-tutorials
t2-0057,عالی و پرانرژی❤,0,youtube-tutorials
t2-0058,سلام امید که جور و سرحال باشید آموزش شما بسیار مفید بود لطف کنید آموزش های پروژه محور بیشتر تهیه کنید تا پایتون را مکمل و حرفه ای یاد بگیریم,0,youtube-tutorials
t2-0059,این دوره تا چه سطحی از پایتون رو در بر میگیره؟ این دوره پیشرفته هم شامل میشه؟یا فقط پایتون مقدماتی هست؟,0,youtube-tutorials
t2-0060,از همین اولین ویدیو خیلی خوشم اومد ازش چون برعکس بقیه گرافیک و جلوه بصری خوبی داشت 👏,0,youtube-tutorials
t2-0061,عاشقتونم استاد چون خیلی به فکر مردم هستید ❤😊,0,youtube-tutorials
t2-0062,من برای ai میخوام پایتون یاد بگیرم این مباحث که ارائه دادین کافی هست اگر نیست یک منبع دیگه هم بهم معرفی کنید,0,youtube-tutorials
t2-0063,از زحمات شما ممنونیم,0,youtube-tutorials
t2-0064,ممنون استاد❤❤😍😍😍,0,youtube-tutorials
t2-0065,عالی استاد👌👌🤩🤩,0,youtube-tutorials
t2-0066,واقعا عالی هست توضیحاتتون من فصل یک رو تموم کردم و هیچ دوره ای اینطوری بازبان ساده بیان نمیکنه🤗🌺🌺🌺👏👏👏,0,youtube-tutorials
t2-0067,ویدوئهای حرفه ای با کیفیت. قابل فهم همراه مثالهای خوب بدون اتلاف وقت. 🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏,0,youtube-tutorials
t2-0068,خیلی عالی بود ممنون,0,youtube-tutorials
t2-0069,ممنون استاد بابت ویدیوهای عالی و پر از دانشتون، امیدوارم هر جا هستید موفق باشید و همیشه چراغ راه یادگیری و دانش برای دیگران بمونید. 🌱,0,youtube-tutorials
t2-0070,دمت گرم اصلا من حال میکنم با حرف زدنت تا چه برسه به آموزشات❤❤❤❤,0,youtube-tutorials
t2-0071,سلام دوست عزیز دنبال یک فریلنسر مسلط به پایتون ... میگردم (جهت نوشت ربات متوسط تلگرام با جلوه بصری کم) آیا شما کسی رو دارید که دنبال همچین کاری باشه؟,0,youtube-tutorials
t2-0072,سلام استاد خسته نباشید میگم. فقط یه سوال داشتم منی که برای هوش مصتوعی می خوام این زبان و یاد بگیرم این دوره به دردم می خوره و برای هوش مصنوعی نیازی نیست که جور خاصی یاد بگیریم ؟,0,youtube-tutorials
t2-0073,استاد بعضی ویدیوهاتون 3 سال پیش اپلود شده فرق میکنه فضاش با الان یا همونه کد ها,0,youtube-tutorials
t2-0074,سلام وقت بخیر، جزوه این دوره موجود نیست؟,0,youtube-tutorials
t2-0075,سلام استاد من میخواهم پایتون را بصورت آنلاین فراگیرم ایا شما فرصت دارید,0,youtube-tutorials
t2-0076,آیا توی دوره هوش مصنوعی های مربوط به این شاخه رو هم یاد میدید؟,0,youtube-tutorials
t2-0077,سلام ببخشید با لب تاپ هم میشه برنامه نویسی کرد,0,youtube-tutorials
t2-0078,استاد من یه دوره پایتون مقدماتی رفتم و سرعت کلاس خیلی کند بود و جزوه درستی هم بهمون نمیدادند به نظرتون میشه به صورت خود آموز تا حدود متوسط پایتون رو یاد بگیرم از طریق یوتیوب؟ و اینکه به نظر شما حتما باید دوره ی آی سی دی ال رو قبل از پایتون گذرونده باشم؟🌹🌹,0,youtube-tutorials
t2-0079,این دوره پروژه عملی هم داره؟,0,youtube-tutorials
t2-0080,حداقل ده ها آموزش دیدم پایتون حتی خارجیا، ولی آموزش تو ازهمه بهتر بود خیلییییی👊👊👊👊🥳🤗 بزنم به تخته برات بیستی,0,youtube-tutorials
t2-0081,استاد بزرگ جادی زنده باد واقعا روش درس دادنشون با همه فرق داره. خداکنه مشکل اخیرشون بخوبی رد بشه,0,youtube-tutorials
t2-0082,جادی خیر از جوونی و هیکلت ببینی🙌😍🤍 خدایی خیلی قشنگ به زبون ساده توضیح میدی🤷👊👊👊 هیچکی به گرد پات نمیرسه مرد♥️,0,youtube-tutorials
t2-0083,عالی واقعا قابل درک است من تو پوهنتون آمریکا میخانم اونا که تشریح نمیکنن اما اول از شما را میفهمم بعدا اونا را,0,youtube-tutorials
t2-0084,پایین همه ویدپوها نوشته شده که در درسهای بعدی لحاظ میشه ولی بازم همونه باید اسم مکتبخوبه بین اونهمه فضای خالی جایی باشه که امکان دیدن و هماهنگ شدن نباشه درست مثل اینکه زیرنویس یه ویدیو با صداش نخونه . ووقتی داری دستور قبل و میبینی و چک میکنی استاد دارن یه قسمت دیگه رو میگن .,0,youtube-tutorials
t2-0085,ممنون جادی این دوره مقدماتی خیلی به من داره کمک میکنه من نوشتم و واقعا فکر کردم که input رو کی بیارم تا متوجه بشه 😂,0,youtube-tutorials
t2-0086,استاد با تشکر بسیار تا بسیار دقیق و کامل و فهومی موفق باشین❤,0,youtube-tutorials
t2-0087,یکی به من جواب بده.صد بار مانند برنامه اموزش رو نوشتم اما جواب سلام غریبه هستش.عجیب نیست?,0,youtube-tutorials
t2-0088,حاجی من پرام ریخت چون ویدیو برا 4 سال پیشه برا پرینت دبل کوتیشن نزد پرام ریخت خخخ,0,youtube-tutorials
t2-0089,دوست داشتنی و خندان مثل شما,0,youtube-tutorials
t2-0090,تا اینجا که عالی بود 🐸,0,youtube-tutorials
t2-0091,عالی بود استاد ❤,0,youtube-tutorials
t2-0092,دلیلشو فهمیدم.پایتون من اخرین ورژن هستش و باید یه چیزایی رو رعایت کنم,0,youtube-tutorials
t2-0093,عالی استاد واقعا فوق العاده اید ❤,0,youtube-tutorials
t2-0094,عالی بود استاد خداقوت❤,0,youtube-tutorials
t2-0095,جادی یه شخصیت کمیاب تو ایرانه قدرشو بدونیم,0,youtube-tutorials
t2-0096,دمت گرم موفق باشی,0,youtube-tutorials
t2-0097,خیلی خوب بود😍👌,0,youtube-tutorials
t2-0098,من 12 سالمه و 2 سال هستش که جادی رو دنبال میکنم و با حرفایی که در رابطه برنامه نویسی یا شوخی هایی که میکنه یا در مورد اخلاق های برنامهع نویس حرف میزنه موافقم .,0,youtube-tutorials
t2-0099,خوشحالم که جادی رو میشناسم ، ده ها ده ها آموزش دیدم ولی قبلیها سو تفاهم بودن,0,youtube-tutorials
t2-0100,مرسی استاد من ۱۵ سالمه علاقه مند به برنامه نویسی شبکه و هک هستم و دارم با ویدیو های شما دوره مقدماتی رو میگزرونم...,0,youtube-tutorials
t2-0101,و اینکه توی قسمت نوشتن str، نمیشه از elif استفاده کرد چون برای من ارور میده و من بارها اینکارو کردم,0,youtube-tutorials
t2-0102,سلام وقت بخیر ببخشید پایتون من ورژن ۳.۹.۱۳ هستش اما وقتی if رو میزنم نمیشناسه...دلیلشو میدونین؟,0,youtube-tutorials
t2-0103,یه سوال داشتم، چیو باید بزنیم که کدای قبلیمون بیاد ؟,0,youtube-tutorials
t2-0104,سلام. پس کی از vscode استفاده کیم؟ بهتر نیست ران شدن برنامه ها رو ببینیم که راحت تر درک کنیم؟؟,0,youtube-tutorials
t2-0105,دوستان برای پاک کردن کدها رو صفحه از چه کدی استفاده میکنه؟,0,youtube-tutorials
t2-0106,سلام. من برای یادگیری تازه کارم. در کل شیوه بیان موضوع استاد جادی خوبه فقط مسئله ای که برای من بوجود اومده اینه که شیوه کد زدن توی محیط cmd و ویژوال استودیو با هم متفاوته تا حدی. و این منو گیج کرده و مجبورم برم در کنار این آموزش آموزشای دیگه ای ببینم که توی محیط ویژوال استودیو انجام شده.,0,youtube-tutorials
t2-0107,اگر تو تمرین آخری که جادی داد (همون اسم خودتون و جادی رو بگیره برنامه) به مشکل خورد فک میکنم جادی پایتون ۲ رو ران داشته که به مشکل خورده چون پایتون ۲ و پایتون ۳ این مورد برعکس هم هستن درسته؟!,0,youtube-tutorials
t2-0108,خودشون کانال دارن؟,0,youtube-tutorials
t2-0109,استاد یه سوال داشتم من همون مراحل رو با if و elif و else میرم اما با اینکه اسمم رو درست مینویسم باز هم همون چیز که برای else نوشتم مینویسه یعنی اصلا انگار شرط ننوشتم و فقط گفتم print(' salam gharibe '),0,youtube-tutorials
t2-0110,ان همه علم ودانایی در وجود ارزشمندتان وبخشیدن بی ادعای ان به دیگران مثال زدنی است.شاد وبر قرار باشید مهر بانو.,0,youtube-tutorials
t2-0111,چه لحن آروم و خوبی دارید. من بعضی‌هاشو بلد بودم و استفاده کردم. ممنونم ازتون. :x,0,youtube-tutorials
t2-0112,من برای دوره از ویدیو شما استفاده کردم و فوق العاده بود 👌🌹 به همه کسایی که میخوان دوره مقدماتیشون رو یادآوری کنن پیشنهاد میکنم✔,0,youtube-tutorials
t2-0113,و استاد شما همیش شاد و سر بلند باشین و ما خدا رو شکر می‌کنیم مثل شما استاد داریم,0,youtube-tutorials
t2-0114,بابا دمت گرم با این محتوی بینظیر و عالی. فقط ملت از اینجا شروع کنید: 4:08,0,youtube-tutorials
t2-0115,برای کسی که اشناییت با زبان دیگه داره میخواد پایتون رو شروع کنه عالیه واقعا تمرین محور و بدونه توضیحات طولانی,0,youtube-tutorials
t2-0116,خیلی خیلی ممنون خانم من از افغانستان استم و بسیار خوش استم مثل شما یک استاد خوب پیدا کردم,0,youtube-tutorials
t2-0117,با سپاس از زحمات شما استاد محترم و دانشمند ❤️🌷,0,youtube-tutorials
t2-0118,پایچارم خیلی فرق داره با ویژوال استدیو ؟,0,youtube-tutorials
t2-0119,چقدر لذت بردم از این حرکت شما که کل ویدیو رو یکجا گذاشتین,0,youtube-tutorials
t2-0120,لطفا در مورد مدل های هوش مصنوعی هم ویدیو بزارید,0,youtube-tutorials
t2-0121,خیلی عالی بود سرکار خانم دکتر صادقی عزیز.برای کسی تو درجه علمی شما آموزش دادن به این راحتی و روانی خیلی سخته ولی شما این کار رو به خوبی و به نحو احسن انجام میدید.بابت این آموزش عالی از شما سپاسگزارم🙏,0,youtube-tutorials
t2-0122,خیلی ممنونم خانم دکتر. من بعد از سالها دوباره برگشتم به دنیای برنامه نویسی. همین اول کار خیلی موارد اساسی رو از شما یاد گرفتم. خیلی روشن و شفاف پیش میرید. بی نهایت سپاسگزارم,0,youtube-tutorials
t2-0123,خیلی سطح پیشرفته بود نتونستم ادامه بدم همان اول پیچیده ش کردین,0,youtube-tutorials
t2-0124,عااالی بود. بررای اولین بار من بالاخره یه درک درست از پایتون پیدا کردم. شما عااالی هستید.مرسی,0,youtube-tutorials
t2-0125,سلام ، عالی هستی. میشه ازت بخوام که همینطور که آموزش دادی همینطور هم یک سری تمرینهای طبقه بندی انجام بدی و ویدئو شو بزاری؟ البته هر جلسه برای یک مبحث ، از تمرینهای ساده و راحت تا حرفه‌ای ؟,0,youtube-tutorials
t2-0126,استاد درود بر شما من یه مشکل بزرگ دارم - با ویندوز ۱۰ زمانی که pyinstaller رو نصب میکنم تو پنجره cmd نشون میده که نصب میشه ولی زمانی که فایل پایتون بهش میدم که تبدیل به exe کنه پیام اینکه رکوگنایز نمیکنه pyinstaller رو میده ، ده بار نصب کردم ، میشه راهنمایی کنید؟,0,youtube-tutorials
t2-0127,دوماه بعد دیدن این آموزشتون برگشتم بگم که خیییییلی خیییلی ممنونم ازتون خیییلی کمک کردین تو مسیر جدید من واقعا,0,youtube-tutorials
t2-0128,خدا به شما خیر بده موفق باشی خیلی خیلی لطف کردی,0,youtube-tutorials
t2-0129,این روش شما که داخل کادر نبودی عالیه تصویر واضح و کامل بود خسته نباشی کاش همه ای کار رو انجام بدن,0,youtube-tutorials
t2-0130,واقعا لذت بردم جدا از اینکه اموزش ت عالیه سلیقه ی خوب و انرژی بالایی داری ازت لذت بردم ای کاش اطرافیانم هم مثل تو همیشه با انرژی باشن روحیه گرفتم,0,youtube-tutorials
t2-0131,ممنون از بانوی دانشمند سرزمینم. ❤,0,youtube-tutorials
t2-0132,بینهایت سپاسگذارم ازتون . این بهترین و مفیدترین پادکست آموزشی بود که تابحال دیدم .... 🎉,0,youtube-tutorials
t2-0133,سلاااااام، دوره بسیار مفید و موثری بود، من همه موارد را متوجه شدم به غیر از مبحث Class که تا جاییکه یادم هست. درون object تعریف میشد، واقعا دست شما درد نکنه,0,youtube-tutorials
t2-0134,از صدا و توضیحات دلنشین شما سپاسگزارم,0,youtube-tutorials
t2-0135,خانم دکتر واقعا دست مریزاد - دیگه از پایتون ترسی ندارم همیشه فکر میکردم چیه که اینقدر ازش تعریف میشه البته واقعا هم عالیه ولی واقعا خسته نباشین ممنون برا زحمت هاتون,0,youtube-tutorials
t2-0136,بسیار عالی . متشکرم . لطفا به آموزشهای کامل و جذابتون ادامه بدین استاد,0,youtube-tutorials
t2-0137,نمیدونید چه لطف بزرگی در حقم کردید خیلی عالی بود خیلی دوستون دارممممم 😭😭😭😭😭😭🤍🤍🤍🤍🤍🤍🤍🤍🤍🤍,0,youtube-tutorials
t2-0138,ممنون از به اشتراک‌گذاری 🙌🏻 پایتون فوق‌العاده‌ست و پرکاربرد 🔥🔥 یادگیری پایتون یکی از مراحله خیلی از حوزه‌های برنامه‌نویسی مثل هوش‌مصنوعی و بک‌اند می‌تونه باشه که معمولا برای این حوزه‌ها، پایتون پیشنهاد اولم به دانشجوهام بوده 👍🏻👍🏻,0,youtube-tutorials
t2-0139,سلام. من راستش مشکل دارم. اول اینکه ويندوز م 7 هستش. طریقه نصب پکیج ها رو توی ویندوز 7 بگید لطفا. و بعد اینکه برای پایتون کار کردن باید هم پایتون نصب کرد و هم V S cod..؟؟ من برای پسر 12 ساله م میخوام. راستش خودم اصلا حوصله برنامه نویسی رو ندارم. ممنون میشم توضیح بدین.,0,youtube-tutorials
t2-0140,سلام خانم ممکنه خواهش کنم بفرماید چطور میشه کد اندیکاتوری که با زبان mql نوشته رو تبدیل کنیم به پاین اسکریپت ؟ ممنونم,0,youtube-tutorials
t2-0141,در زمان کوتاه مطالب بسیارآموزنده و قابل فهم ارایه گردید. با تشکر.,0,youtube-tutorials
t2-0142,یکی از بهترین و جامعترین کانال های خیلی مفید 🌟🌟🌟🌟🌟,0,youtube-tutorials
t2-0143,سلام آدم چهره و روحیه شما رو میبینه به زندگی امیدوار میشه,0,youtube-tutorials
t2-0144,یک دنیا تشکر بابت همچین آموزش رسا و با کیفیتی😍🤍,0,youtube-tutorials
t2-0145,با اینکه هم ویدئوها و هم متن هایی از جاهای دیگه رو دیده بودم ولی خیلی از مفاهیم رو تو این ویدئو با توضیحات خوب شما متوجه شدم. سپاسگزارم خانم دکتر 🙏,0,youtube-tutorials
t2-0146,بابت دسته‌بندی خیلی خیلی خیلی سپاس خانوم مهندس. ادامه بدید !,0,youtube-tutorials
t2-0147,درود بر شما کارتان بسیار عالی است . با انرژی فراوان و امید و احساس مسئولیت اموخته های باارزشی دراختیار ما قرار میدهید . ساده و روان و پراتیک .,0,youtube-tutorials
t2-0148,خیلی عالی بود چند هفته بود که کارم بخواتر بلد نبودن virtualinvoirement گیر بود با دیدن این ویدیو تونستم مشکلم رو حل کنم خیلی ممنون,0,youtube-tutorials
t2-0149,تا آخر ندیدم ولی تا اینجا عالی بوده برا من ک مبتدی ام . موفق باشی ✌️,0,youtube-tutorials
t2-0150,معلومه که خیلی زحمت کشیدین برای این ویدیو، عالی و عالی، حتی برای منی که مطالب را قبلا بلد بودم اصلا خسته کننده نبود و لذت بردم.,0,youtube-tutorials
t2-0151,تو بهترینی، قربون قلب بزرگت برم,0,youtube-tutorials
t2-0152,خیلی ممنون بایت زحماتتون واقعا سخته ما تماشا میکنیم خسته میشیم بعد شما رکورد میخوای کنی صدتا چیز دیگه,0,youtube-tutorials
t2-0153,بسیار روان و شیوا آموزش دادید. بسیار سپاسگزارم,0,youtube-tutorials
t2-0154,سلام استاد واقعا ممنونم کلی چیز خوب ازت یاد گرفتم خدا خیرت بده❤❤❤❤❤❤❤,0,youtube-tutorials
t2-0155,سپاس برای زحمات و آموزش بدون چشم داشت 🙏🏻❤,0,youtube-tutorials
t2-0156,برای زحماتی که بابت تهیه این دوره آموزشی آموزنده کشیدید بسیارمتشکرم,0,youtube-tutorials
t2-0157,با تشکر از زحمت ارزشمندی که کشیدید... تنها نکته‌ای که من نیافتم آموزش چگونگی استفاده از یک help سریع و دم دستی برای پایتون بود که بشود خیلی سریع و یوزرفرندلی از آن برای چک syntaxها و مرور توابع استفاده کرد...,0,youtube-tutorials
t2-0158,خیلی ممنونم بابت وقتی که گذاشتید و این ویدیوی فارسی و به زبان خیلی ساده رو تهیه کردید,0,youtube-tutorials
t2-0159,انقد دوست دارم که نگو...ینی خودتون نمیدونید چقدر... واقعا عشق منی😊,0,youtube-tutorials
t2-0160,سلام امکانش هست راه ارتباطی رو بفرمایید مشاوره میخواستم ممنون,1,youtube-tutorials
t2-0161,سلام بسیار تشکر از این ویدئو آموزنده تان مريم خانم ، واقعا خدمت بزرگ به همه ما فارسی زبانان انجام داديد. برایت بهترین ها را آرزو میکنم ❤❤❤,0,youtube-tutorials
t2-0162,سلام واقعا لذت بردم از آموزش تون .خیلی علاقه دارم پایتون رو یاد بگیرم از بین چندین مدرسی که آموزش می دادن شما خیلی روانتر و قابل فهم تر مطالب رو آموزش میدادین کانال تلگرام ندارین برای دانلود آموزشهاتون؟,0,youtube-tutorials
t2-0163,ممنون خیلی زیاد من یه ویدیوی ملیون ویویی را تا نصف دیدم اما هر بار مجبور میشدم عقب برگردم و اصلا نمیفهمیدم چی میگه و منظورش چیه ولی با شما توی یه روز هفت هشت جلسه رو فهمیدم,0,youtube-tutorials
