id,text,label,source
gen-0042,برای این قیمت فایل تمرین بیشتری باید باشه,0,gen-criticism
gen-0043,پول دادم ولی هنوز جواب سوالام رو نگرفتم، ناامید شدم,0,gen-criticism
gen-0044,بخش پولی دوره ارزش خرید نداشت به نظرم,0,gen-criticism
gen-0045,کیفیت پشتیبانی با قیمت دوره تناسب نداره,0,gen-criticism
gen-0046,چرا وجه برگشتی نمیدید وقتی دوره ضعیفه؟,0,gen-criticism
gen-0047,پیشنهاد میکنم قیمت رو منطقی‌تر کنید,0,gen-criticism
gen-0048,این قسمت واقعا ضعیف بود، انتظار بیشتری داشتم,0,gen-criticism
gen-0049,توضیح این فصل اصلا قانع‌کننده نبود,0,gen-criticism
gen-0050,انتخاب عنوان دوره با محتواش نمی‌خونه,0,gen-criticism
gen-0051,پرگو ولی کم‌محتوا، خلاصه‌تر بگید,0,gen-criticism
gen-0052,چرا چالش پایان فصل حذف شد؟ بد شد,0,gen-criticism
gen-0053,جلد دوره جذاب ولی محتوا متوسطه به نظرم,0,gen-criticism
gen-0054,بیشتر روی مباحث تمرکز کنید لطفا,0,gen-criticism
gen-0055,این جلسه بیشتر حرف بود تا کد,0,gen-criticism
gen-0056,ادیت ویدیوها بهتره بشه، پرش زیاد داره,0,gen-criticism
gen-0057,پیش‌نیازها رو اول بگید بعد برید سراغ مباحث,0,gen-criticism
gen-0058,وقت‌بندی جلسات خوب نیست,0,gen-criticism
gen-0059,برای این بخش مستندات رسمی رو ببینید: python.org/docs,0,gen-docs
gen-0060,این لینک استک‌اورفلو کمکم کرد: stackoverflow.com/questions/decorator,0,gen-docs
gen-0061,مستندات numpy اینجا کامله: numpy.org/doc,0,gen-docs
gen-0062,realpython.com مقاله خوبی درباره decorator داره,0,gen-docs
gen-0063,w3schools.com/python رو برای مرور میبینم,0,gen-docs
gen-0064,لینک گیت‌هاب استاد رو بگذارید,0,gen-docs
gen-0065,مستندات جنگو رو معرفی کردید: docs.djangoproject.com عالی بود,0,gen-docs
gen-0066,برای regex این سایت عالیه: regex101.com,0,gen-docs
gen-0067,تمرین کدنویسی رو اینجا انجام میدم: exercism.io,0,gen-docs
gen-0068,لینک دیتاست جلسه پنجم رو بگذارید,0,gen-docs
gen-0069,برای سبک کدنویسی pep8 رو بخونید: peps.python.org/pep-0008,0,gen-docs
gen-0070,برای شروع fastapi مستندات خودش کافیه: fastapi.tiangolo.com,0,gen-docs
gen-0071,از این دوره‌ی رایگان گیت‌هاب هم استفاده کردم: github.com/freeCodeCamp,0,gen-docs
gen-0072,docs.python.org/3/tutorial رو ببینید مبتدی‌ها، کامل,0,gen-docs
gen-0073,لینک مقاله‌ای که گفتید کجاست؟,0,gen-docs
gen-0074,کتاب automatetheboringstuff.com رو استاد معرفی کرده بود، واقعا خوبه,0,gen-docs
gen-0075,برای دیباگر این مقاله خوبه: realpython.com/python-debugging-pdb,0,gen-docs
gen-0076,برای numpy indexing این داکیومنت عالیه: numpy.org/doc/stable/user/basics.indexing,0,gen-docs
gen-0077,stackoverflow.com گاهی بهتر از داکیومنت خودشه,0,gen-docs
gen-0078,pypi.org رو معرفی کردید تو جلسه چهار، ازش زیاد استفاده کردم,0,gen-docs
gen-0079,برای ادامه‌ی دوره scikit-learn.org رو ببینید,0,gen-docs
gen-0080,منبع فارسی خوب سراغ دارید مثل خود سایتتون؟,0,gen-docs
gen-0081,gist کدهای جلسه رو کجا گذاشتید؟,0,gen-docs
gen-0082,برای sql این آموزش رو پیشنهاد میدم: sqlbolt.com,0,gen-docs
gen-0083,مستندات pandas رو هم یه نگاه بندازید: pandas.pydata.org/docs,0,gen-docs
gen-0084,لینک چنل یوتیوبتون رو بگذارید اگه مجازه,0,gen-docs
gen-0085,برای تمرین الگوریتم leetcode.com رو پیشنهاد میدم,0,gen-docs
gen-0086,مستندات sqlalchemy: docs.sqlalchemy.org خیلی کامله,0,gen-docs
gen-0087,برای دیپ‌لرنینگ pytorch.org رو ببینید,0,gen-docs
gen-0088,مستندات requests: requests.readthedocs.io ساده و خوبه,0,gen-docs
gen-0089,برای جنگو admin این لینک عالیه: docs.djangoproject.com/en/admin,0,gen-docs
gen-0090,pep8 رو رعایت میکنید تو کدها؟ خوبه,0,gen-docs
gen-0091,منبع خوب برای regex فارسی سراغ دارید؟,0,gen-docs
gen-0092,برای git این cheatsheet عالیه: education.github.com,0,gen-docs
gen-0093,لینک لینکستون رو بگذارید لطفا، تو ویدیو گفته شد ولی پیدا نکردم,0,gen-docs
gen-0094,مرسی، خیلی useful بود,0,gen-mixed
gen-0095,این جلسه رو با ChatGPT مرور کردم عالی شد,0,gen-mixed
gen-0096,الگوریتم‌ها رو بالاخره فهمیدم,0,gen-mixed
gen-0097,لایک from Sweden,0,gen-mixed
gen-0098,damet garm darsaye shoma aliye,0,gen-mixed
gen-0099,mersi az tadris haye ghani,0,gen-mixed
gen-0100,python ro ba shoma shro kardam,0,gen-mixed
gen-0101,"very good explanation, merci",0,gen-mixed
gen-0102,کد رو run کردم جواب داد,0,gen-mixed
gen-0103,exception handling عالی توضیح دادید,0,gen-mixed
gen-0104,data type‌ها رو خوب گفتی,0,gen-mixed
gen-0105,من backend کار میکنم، این دوره رفرش خوبی بود,0,gen-mixed
gen-0106,این ویدیو چرا like نداره؟ عجیبه,0,gen-mixed
gen-0107,deep learning رو هم با شما شروع میکنم,0,gen-mixed
gen-0108,snippet کد رو کجا ببینیم؟,0,gen-mixed
gen-0109,با همون tip شما مشکلم fix شد,0,gen-mixed
gen-0110,function‌ها رو بالاخره فهمیدم,0,gen-mixed
gen-0111,واقعا professional بود,0,gen-mixed
gen-0112,واقعاً useful بود مخصوصا بخش lambda,0,gen-mixed
gen-0113,syntax error میگرفتم، حل شد مرسی,0,gen-mixed
gen-0114,notebook جلسه سوم کجاست؟,0,gen-mixed
gen-0115,well done استاد,0,gen-mixed
gen-0116,خیلی کاربردی بود مخصوصا برای interview,0,gen-mixed
gen-0117,این چیزایی که گفتید تو پروژه مون زدم جواب داد,0,gen-mixed
gen-0118,json و api رو بالاخره فهمیدم,0,gen-mixed
gen-0119,test نوشتن رو از همین جلسه یاد گرفتم,0,gen-mixed
gen-0120,ممنون، best teacher ever,0,gen-mixed
gen-0121,خیلی good بود session,0,gen-mixed
gen-0122,deploy رو بالاخره فهمیدم,0,gen-mixed
gen-0123,دمت گرم، issue گیت‌هاب رو دیدم حل شد,0,gen-mixed
gen-0124,کامپوننت‌ها رو خوب توضیح ندادی به نظرم,0,gen-mixed
gen-0125,این API طراحی خوبی داره,0,gen-mixed
gen-0126,پروژه رو fork کردم رو گیت‌هابم,0,gen-mixed
gen-0127,dependency ها رو نصب کردم اوکی شد,0,gen-mixed
gen-0128,branch اصلی رو pull کردم ارور میده,0,gen-mixed
gen-0129,migration رو دوباره run کردم حل شد,0,gen-mixed
gen-0130,endpoint جدید تست کردم کار میکنه,0,gen-mixed
gen-0131,پرداخت آنلاینم وصل شد به پروژه، ممنون,0,gen-mixed
gen-0132,docker رو بالاخره نصب کردم، مرسی از توضیحات,0,gen-mixed
gen-0133,پنل ادمین رو customize کردم خوب شد,0,gen-mixed
gen-0134,سرچ سایت رو با الگوریتم خودتون نوشتید؟,0,gen-mixed
gen-0135,گیت‌هاب اکشنز رو راه انداختم برای deploy,0,gen-mixed
gen-0136,ورود با گوگل رو هم اضافه کنید لطفا,0,gen-mixed
gen-0137,bi kheyal dorost mishe، manam dobare neveshtam,0,gen-mixed
gen-0138,rahat bash baba، moshkeli nist,0,gen-mixed
gen-0139,bi dardesar، in karo ghablan ham kardam,0,gen-mixed
gen-0140,manam shoma ro doost daram، edame bede,0,gen-mixed
gen-0141,in dars bad bood? na dige، ali bood,0,gen-mixed
gen-0142,این API رو خیلی تمیز نوشتید، ممنون,0,gen-mixed
gen-0143,API دوره رو بالاخره وصله به پروژه، ممنون,0,gen-mixed
gen-0144,طراحی سایت دوره خیلی تمیزه,0,gen-mixed
gen-0145,رست ای پی های دوره رو فهمیدم بالاخره,0,gen-mixed
gen-0146,به عنوان یه بک‌اند کار میگم سرعت آموزش خوبه,0,gen-mixed
gen-0147,از نظر یه جنگو کار، این روش درسته,0,gen-mixed
gen-0148,جلسه سه رو دیدم عالی بود,0,gen-numbers
gen-0149,دو تا سوال از این بخش دارم,0,gen-numbers
gen-0150,سه بار دیدم هنوز کامل جا نیفتاد,0,gen-numbers
gen-0151,پارت یک و دو رو فشرده‌تر میشد,0,gen-numbers
gen-0152,چهار جلسه دیگه میاد؟,0,gen-numbers
gen-0153,جلسه پنج و شش کی میاد,0,gen-numbers
gen-0154,من فعلا فقط بخش یک رو دیدم,0,gen-numbers
gen-0155,سه تا نکته از این جلسه یاد گرفتم,0,gen-numbers
gen-0156,دو روزه دارم پشت سر هم میبینم,0,gen-numbers
gen-0157,جلسه هشت بهترین جلسه بود,0,gen-numbers
gen-0158,از سه تا پروژه دوتاشو ساختم,0,gen-numbers
gen-0159,یک سوال دیگه هم دارم,0,gen-numbers
gen-0160,دو تا ویدیو مونده تموم شه میرم سراغ پروژه,0,gen-numbers
gen-0161,جلسه دو گیر کردم ولی جلو رفتم,0,gen-numbers
gen-0162,سه ماهه دارم دوره رو میبینم یواشکی,0,gen-numbers
gen-0163,چهار ماه پیش شروع کردم الان پروژه میزنم,0,gen-numbers
gen-0164,یکی از دوستام رو آوردم اینجا، دو نفریم الان,0,gen-numbers
gen-0165,دوست دارم جلسه بعدی زود بیاد,0,gen-numbers
gen-0166,ببخشید که سه تا سوال پشت سر هم میپرسم,0,gen-numbers
gen-0167,بخش سه رو نفهمیدم، از کجا دوباره ببینم؟,0,gen-numbers
gen-0168,جلسه یک تا چهار رو دوبار دیدم,0,gen-numbers
gen-0169,این جلسه رو دو بار دیدم، بازم میارم برای مرور,0,gen-numbers
gen-0170,جلسه بعدی سه شنبه میاد؟,0,gen-numbers
gen-0171,یه دونه‌ای استاد,0,gen-numbers
gen-0172,پنج از پنج، ادامه بده,0,gen-numbers
gen-0173,دو تا از جلسات رو برا همکارام فرستادم، تشکر کردن,0,gen-numbers
gen-0174,جلسه شش و هفت رو دوباره میبینم,0,gen-numbers
gen-0175,سه تا لایک میزدم اگه میشد,0,gen-numbers
gen-0176,بخش دو واقعا کاربردی بود,0,gen-numbers
gen-0177,یک پیشنهاد دارم برای قسمت بعد,0,gen-numbers
gen-0178,دو ماه دیگه دوره تموم میشه؟,0,gen-numbers
gen-0179,چهار بار تیکه کد رو بازنویسی کردم درست شد,0,gen-numbers
gen-0180,پنج نفر از همکارام رو دعوت کردم تو سایت,0,gen-numbers
gen-0181,هشت ساعت پشت این ویدیو بودم، ارزش داشت,0,gen-numbers
gen-0182,جلسه ده کی میاد استاد,0,gen-numbers
gen-0183,شش ماهه دنبال همچین دوره‌ای بودم,0,gen-numbers
gen-0184,سلام اقا من این کدو زدم ارور میده چیکار کنم,0,gen-question
gen-0185,استاد ببخشید این ارور یعنی چی؟,0,gen-question
gen-0186,من پایتون رو نصب کردم ولی cmd نمیشناسه چرا,0,gen-question
gen-0187,pip install چیه ارور میده,0,gen-question
gen-0188,ببخشید ورژن چند پایتون رو نصب کنم بهتره,0,gen-question
gen-0189,استاد فایل تمرین رو کجا پیدا میکنم,0,gen-question
gen-0190,منم همین ارور رو دارم کسی جوابش رو میدونه,0,gen-question
gen-0191,اقا این حلقه for چرا تموم نمیشه,0,gen-question
gen-0192,چرا خروجی none چاپ میکنه,0,gen-question
gen-0193,استاد لطفا یه ویدیو درباره کلاس‌ها بگذارید,0,gen-question
gen-0194,سلام من تازه شروع کردم از کدوم قسمت شروع کنم,0,gen-question
gen-0195,این کد تو سیستم من ارور میده ولی تو ویدیو درسته چرا,0,gen-question
gen-0196,ببخشید ide پیشنهادیتون چیه,0,gen-question
gen-0197,استاد جواب سوال بالا رو ندادید,0,gen-question
gen-0198,میشه این بخش رو یه بار دیگه توضیح بدید نفهمیدم,0,gen-question
gen-0199,تابع رو تعریف کردم ولی صدا که میزنم ارور میده,0,gen-question
gen-0200,لطفا جواب بدید خیلی گیر کردم,0,gen-question
gen-0201,dict رو نفهمیدم یه مثال ساده‌تر میزنید,0,gen-question
gen-0202,ارور indentation expected یعنی چی,0,gen-question
gen-0203,این ویدیو رو سه بار دیدم ولی بازم گیر دارم,0,gen-question
gen-0204,استاد دوره کی تموم میشه هفته بعد قسمت جدید میاد,0,gen-question
gen-0205,میشه پروژه‌های بیشتری بگذارید برای تمرین,0,gen-question
gen-0206,ببخشید سوال من احتمالا تکراریه ولی جایی پیدا نکردم,0,gen-question
gen-0207,سلکتوری که گفتید رو چطور بنویسم,0,gen-question
gen-0208,استاد ببخشید تو کد تایپو داشتید ولی ممنون از زحمتتون,0,gen-question
gen-0209,چطور میتونم پایتون رو به path اضافه کنم,0,gen-question
gen-0210,لیست‌ها رو برعکس میخونم گیج شدم,0,gen-question
gen-0211,ارور msvcp140 dll میده چیکار کنم,0,gen-question
gen-0212,venv چیه و چرا باید بسازم,0,gen-question
gen-0213,استاد میشه لینک دیتاست جلسه پنجم رو بگذارید,0,gen-question
gen-0214,من با موبایل کد میزنم میشه کدها رو بزرگتر نشون بدید,0,gen-question
gen-0215,جلسه بعدی کی میاد منتظریم,0,gen-question
gen-0216,فانکشن رو return کردم ولی none میده چرا,0,gen-question
gen-0217,ببخشید اگه میشه یه توضیح مختصر درباره scope بگید,0,gen-question
gen-0218,ممنون ولی یه سوال، ورودی input چرا تو پایتون ۲ ارور میده,0,gen-question
gen-0219,چرا از while true استفاده کردیم خطرناک نیست,0,gen-question
gen-0220,استاد کتابخونه requests رو از کجا یاد گرفتید,0,gen-question
gen-0221,من ۴۰ سالمه میتونم شروع کنم؟,0,gen-question
gen-0222,بچه‌ها کسی میدونه این ارور یعنی چی؟ من رو ویندوز ۱۱ هستم,0,gen-question
gen-0223,استاد اگه پروژه رو با django ببریم جلو امتیاز اضافه داره؟,0,gen-question
gen-0224,استاد چرا کد من تو pycharm ارور نمیده ولی تو vscode میده,0,gen-question
gen-0225,تابع len رو روی دیکشنری زدم ارور داد چرا,0,gen-question
gen-0226,برای یادگیری django باید اول این دوره رو تموم کنم؟,0,gen-question
gen-0227,سطح این دوره برای کسی که html بلده چطوره,0,gen-question
gen-0228,ببخشید میشه بگید این پروژه با چه ورژنی ساخته شده,0,gen-question
gen-0229,آقا من pip رو نصب کردم ولی بازم شناخته نمیشه,0,gen-question
gen-0230,چطوری از این کتابخونه تو پروژه‌م استفاده کنم,0,gen-question
gen-0231,استاد این الگوریتم زمانش O(n^2) هست دیگه درسته؟,0,gen-question
gen-0232,من روی مک هستم، همین دستورات کار میکنه؟,0,gen-question
gen-0233,ترتیب یادگیری جلسات مهمه یا هر جا دوست دارم شروع کنم,0,gen-question
gen-0234,این ارور timeout از چیه استاد,0,gen-question
gen-0235,کدوم کتاب رو برای شروع پیشنهاد میکنید,0,gen-question
gen-0236,دوره رو خریدم، واقعا ارزش داشت,0,gen-question
gen-0237,از سایتتون دوره گرفتم، خوب بود,0,gen-question
gen-0238,قیمت دوره منصفانه‌ست به نظرم,0,gen-question
gen-0239,ثبت‌نام کردم، منتظر شروع دوره‌ام,0,gen-question
gen-0240,برای خرید دوره مشکل داشتم، پشتیبانی سریع حل کرد,0,gen-question
gen-0241,سایتتون خیلی کند باز میشه، درستش کنید لطفا,0,gen-question
gen-0242,دوره‌ی پایتون رو با تخفیف دانشجویی گرفتم، ممنون,0,gen-question
gen-0243,چند بار از سایت خرید کردم، همیشه راضی بودم,0,gen-question
gen-0244,قیمت‌ها رو که دیدم گفتم حتما میخرم,0,gen-question
gen-0245,دوره بعدی رو هم ثبت‌نام میکنم حتما,0,gen-question
gen-0246,پرداختم ولی لینک دوره نیومد، الان درست شد مرسی,0,gen-question
gen-0247,سایت خوبی دارید، فقط سرچش ضعیفه,0,gen-question
gen-0248,استاد دوره از کجا خریدم؟ لینک میدید,0,gen-question
gen-0249,چطور فاکتور خرید بگیرم از سایت؟,0,gen-question
gen-0250,بعد از خرید دوره، فایل‌ها کجا دانلود میشه؟,0,gen-question
gen-0251,رزرو کلاس حضوری از همین سایت انجام میشه؟,0,gen-question
gen-0252,امکان پرداخت قسطی هست برای دوره؟,0,gen-question
gen-0253,دوره رو خریدم ولی پنل کاربری چیزی نشون نمیده چرا,0,gen-question
gen-0254,لینک فعال‌سازی حساب اومد ولی باز نمیشه,0,gen-question
gen-0255,قیمت دوره‌ی بعدی هم همینقدره؟,0,gen-question
gen-0256,مدرک پایان دوره هم میدید؟,0,gen-question
gen-0257,دوره ضبط شده یا زنده برگزار میشه؟,0,gen-question
gen-0258,ف ا ل و کردم حتما,0,gen-spaced-ok
gen-0259,ف ا ل و شدم از پست قبلی,0,gen-spaced-ok
gen-0260,م ر سی، عالی بود,0,gen-spaced-ok
gen-0261,د م ت گ ر م استاد,0,gen-spaced-ok
gen-0262,ممنون، ف ا ل و کردم,0,gen-spaced-ok
gen-0263,ف ا ل و میکنم حتما,0,gen-spaced-ok
gen-0264,لایک و ف ا ل و کردم، ادامه بده,0,gen-spaced-ok
gen-0265,ف ا ل و کردن فراموش شد، الان کردم,0,gen-spaced-ok
gen-0266,مرسی,0,gen-thanks
gen-0267,مرسییی,0,gen-thanks
gen-0268,ممنون,0,gen-thanks
gen-0269,ممنون استاد,0,gen-thanks
gen-0270,دمت گرم,0,gen-thanks
gen-0271,دمت گرمممم,0,gen-thanks
gen-0272,خداقوت,0,gen-thanks
gen-0273,عالی بود,0,gen-thanks
gen-0274,فوق العاده بود,0,gen-thanks
gen-0275,بی‌نظیر بود,0,gen-thanks
gen-0276,دمت گرم استاد زحمت کشیدی,0,gen-thanks
gen-0277,ممنون از اموزش رایگان,0,gen-thanks
gen-0278,تشکر فراوان,0,gen-thanks
gen-0279,دستتون درد نکنه,0,gen-thanks
gen-0280,خسته نباشید,0,gen-thanks
gen-0281,مرسی استاد عالی بود,0,gen-thanks
gen-0282,لایک کردم,0,gen-thanks
gen-0283,فالو کردم حتما,0,gen-thanks
gen-0284,لایک و فالو کردم، منتظر جدیدا هستیم,0,gen-thanks
gen-0285,فالو شدم از اول,0,gen-thanks
gen-0286,سابسکرایب کردم,0,gen-thanks
gen-0287,زحمت کشیدی استاد,0,gen-thanks
gen-0288,ممنون بابت این جلسه,0,gen-thanks
gen-0289,هرچی بگم کمه,0,gen-thanks
gen-0290,فراموش کردم لایک کنم، الان کردم,0,gen-thanks
gen-0291,مرسی از تهران,0,gen-thanks
gen-0292,دم شما گرم,0,gen-thanks
gen-0293,عالی مثل همیشه,0,gen-thanks
gen-0294,ممنون که رایگان میذارید,0,gen-thanks
gen-0295,خدا خیرتون بده,0,gen-thanks
gen-0296,توپ بود,0,gen-thanks
gen-0297,عالییی بوددد,0,gen-thanks
gen-0298,فالو کردم ادامه بده استاد,0,gen-thanks
gen-0299,دمت گرم داداش گلم,0,gen-thanks
gen-0300,خسته نباشید بابا,0,gen-thanks
gen-0301,دمتون گرم واقعا,0,gen-thanks
gen-0302,ممنونم استاد عزیز,0,gen-thanks
gen-0303,مرسی از صمیم قلب,0,gen-thanks
gen-0304,دمت گرم بابت زحمتی که میکشی,0,gen-thanks
gen-0305,مچکرم استاد,0,gen-thanks
gen-0306,ممنون بابت پیگیری,0,gen-thanks
gen-0307,سپاس فراوان از اموزش خوبتون,0,gen-thanks
gen-0308,خدا نگهدار استاد گرامی,0,gen-thanks
gen-0309,دمت گرم، خیلی کمکی کرد,0,gen-thanks
gen-0310,مرسی که جواب دادید,0,gen-thanks
gen-0311,ممنون بابت راهنمایی خرید,0,gen-thanks
gen-0312,مرسی که سریع جواب دادید استاد,0,gen-thanks
gen-0313,دمت گرم، مشکل ثبت‌نامم حل شد,0,gen-thanks
gen-0314,سپاس از پشتیبانی خوبتون,0,gen-thanks
gen-0315,دمت گرم داداش، راستی اگه گوشی نو میخوای بیا اینستاگرامم، ارزون میذارم,1,gen-ad-comment
gen-0316,ممنون از آموزش. ضمنا دوستانی که میخوان سرمایه گذاری کنن به کانال سیگنال ما سر بزنن,1,gen-ad-comment
gen-0317,آموزشت عالی بود ولی اگه واقعا میخوای حرفه‌ای یاد بگیری دوره‌ی پولی خودمون رو ببین,1,gen-ad-comment
gen-0318,سلام به همه، یه گروه تلگرامی راه انداختم برای خرید و فروش لپتاپ استوک، بیا,1,gen-ad-comment
gen-0319,عالی بود دستت درد نکنه، راستی فالوور اینستاگرام میفروشیم، ارزون، دایرکت بدید,1,gen-ad-comment
gen-0320,خیلی خوب توضیح میدی، منم تو اینستاگرامم همینطوری آموزش میدم، بیا ببین,1,gen-ad-comment
gen-0321,سپاس از زحمتتون. بچه‌ها کسی گوشی آیفون میخواد بهم پیام بده قیمت مناسب میدم,1,gen-ad-comment
gen-0322,این جلسه رو دوست داشتم. ضمنا کانال تلگرامیم رو هم ببینید آموزشای رایگان اونجام,1,gen-ad-comment
gen-0323,ممنون استاد. برای خرید هاست و دامنه به سایت ما سر بزنید، کد تخفیف داریم,1,gen-ad-comment
gen-0324,خوب بود. اگه کسی ربات تلگرامی میخواد براش مینویسم، قیمت رو پیوی بگید,1,gen-ad-comment
gen-0325,دمت گرم. کسایی که میخوان درآمد دلاری داشته باشن به کانال ما بیان، آموزشش رایگانه,1,gen-ad-comment
gen-0326,ممنون از ویدیو. دوستان محصول جدیدمون رو ببینید، لینک تو پروفایل,1,gen-ad-comment
gen-0327,عالی. راستی کتاب صوتی رایگان برای برنامه‌نویسا تو کانال ما منتشر شد,1,gen-ad-comment
gen-0328,مرسی استاد. اگه بچه‌ها خواستید اکانت پرمیوم دوره‌ها رو ارزون بخرید بهم پیام بدید,1,gen-ad-comment
gen-0329,خوب بود ولی دوره‌ی خودمون کامل‌تره، تو سایت ما ثبت‌نام کنید,1,gen-ad-comment
gen-0330,دست مریزاد. برای ساخت سایت رایگان به سایت ما بیا، فقط هزینه‌ی هاست رو میدی,1,gen-ad-comment
gen-0331,دمت گرم داداش. دوستان کسی ویدئو کنفرانس برای کلاسش میخواد بهم پیام بده، تخفیف دارم,1,gen-ad-comment
gen-0332,مرسی از زحمتت. راستی دوستانی که مایحتاج خونه میخوان سایت ما رو چک کنن,1,gen-ad-comment
gen-0333,واقعا مفید بود برای من. اگه کسی دوره‌ی اکسل ارزون میخواد بگه، ادرس میدم,1,gen-ad-comment
gen-0334,دمت گرم. برای خرید سی‌دی آموزشی کامل با ۵۰ درصد تخفیف تماس بگیرید,1,gen-ad-comment
gen-0335,جالب بود. دوستان موفق باشید، کسایی که کار پاره وقت میخوان به کانال ما بیان,1,gen-ad-comment
gen-0336,ممنون استاد عالی بود. بچه‌ها کسی مبل و مبلمان سفارشی میخواد بهم پیام بده,1,gen-ad-comment
gen-0337,خسته نباشید. راستی چت روم جدید راه افتاده برای برنامه‌نویسا، بیاید همگی,1,gen-ad-comment
gen-0338,دمت گرم به استاد. برای خرید ساعت مچی اصل به پیج ما سر بزنید,1,gen-ad-comment
gen-0339,عالی توضیح میدی. کسایی که میخوان تایپ رو حرفه‌ای یاد بگیرن به کانال ما سر بزنن,1,gen-ad-comment
gen-0340,ممنون از این آموزش رایگان. دوستان کسایی که بازی سازی میخوان یاد بگیرن تو سایت ما دوره داره,1,gen-ad-comment
gen-0341,دمت گرم. دوستان بیمه عمر میخواید؟ مشاوره رایگان میدم، پیام بدید,1,gen-ad-comment
gen-0342,مرسی. اگه کسی گیاه آپارتمانی میخواد، اینستاگرام ما انواعش رو داره,1,gen-ad-comment
gen-0343,ممنون از توضیحات. راستی دوستانی که کنکور ارشد میدن، جزوه‌های ما کمکشون میکنه,1,gen-ad-comment
gen-0344,دمت گرم داداش گلم. کسایی که ترب بدنساز میخوان بهم تلگرام بدن، جا داره,1,gen-ad-comment
gen-0345,عالی بود. دوستان لینک خرید دوره‌ی کامل با تخفیف ویژه تو کامنت اول,1,gen-ad-comment
gen-0346,دمت گرم. برای تعمیر گوشی و لپتاپ با تعرفه‌ی مناسب پیام بدید، ادرس تو پروفایل,1,gen-ad-comment
gen-0347,عالی بود، منم تو اینستاگرام کد میذارم، بیا صفحه منو ببین,1,gen-ad-comment
gen-0348,دمت گرم، پیج منم ببین، آموزشای رایگان دارم,1,gen-ad-comment
gen-0349,مرسی استاد، اگه کسی مایحتاج خانگی میخواد تو گروه ما معرفی میکنم,1,gen-ad-comment
